_unit_id,headline,articleid,date,text
842615641,"stocks-make-a-modest-recovery-amid-worry-over-earnings,-rates",wsj_398232758,1990-06-20,"NEW YORK -- Stock prices rebounded only modestly from their sharp drop Monday as worries about corporate earnings and interest rates made for another day of sluggish trading.
Buyers focused largely on growth stocks, especially those in the consumer sector, in an effort to dodge any possible disappointments in second-quarter earnings reports.
The Dow Jones Industrial Average gained 11.38 to 2893.56 after posting its sharpest loss in five months Monday, when the 30-stock average fell 53.71 points. A rally in Philip Morris and solid gains among other blue-chip consumer issues fueled the recovery.
Trading activity, however, improved only marginally from Monday's pace as the plunge in prices failed to stimulate much bargain-hunting among investors. Volume on the New York Stock Exchange totaled 134,930,000 shares; in the prior session, 133,470,000 changed hands.
Many institutions will close their books on the second quarter Friday, the last day on which trades can be made for settlement before the end of the period. With that deadline approaching, ""People are saying, `Well, the market's had a nice run. What do we do here?' "" said Larry Greenwald, a block trader at Sanford C. Bernstein & Co."
842614407,fifteen-year-mortgage-hits-a-record-low,wsj_357011271,2010-06-03,"WASHINGTON--Home-mortgage rates were little changed last week, holding steady for the most part at or near recent lows, including a record for the 15-year fixed-rate loan, Freddie Mac said.
The 30-year fixed-rate mortgage average rose slightly to 4.79% for the week ended Thursday, according to Freddie's weekly survey.
In the prior week, the average rate was 4.78%, the lowest since December. The year-ago average for the 30-year home loan stood at 5.29%.
""The economy grew at a slower rate than originally reported in the first three months of the year ... which suggests inflation will remain tame in the near term,"" said Freddie Mac chief economist Frank Nothaft, referring to revised data on U.S. gross domestic product.
""As a result,"" he said, ""mortgage rates held at historic levels this week."""
830983043,"rate,-profit-fears-send-stocks-down",wapo_409041587,2000-11-17,"Stymied by concerns about interest rates and earnings, investors pushed stock prices lower today, focusing again on technology issues.
The latest blow for the high-tech sector was Merrill Lynch's downgrading of the fiber-optic industry, which had been seen as the last solid performer in the industry. And investors were still shaken by the renewed prospect of higher interest rates that would further cut into corporate earnings.
Stock prices fluctuated in a narrow range for much of the day as the market sought a direction. By late afternoon, investors found a path: downward.
The Nasdaq composite index fell 133.61 points to close at 3031.88, and the Standard & Poor's 500-stock index was off 17.49 at 1372.32, according to preliminary calculations. Both indexes have a large representation of high-tech stocks. The Dow Jones industrial average finished down 51.57 at 10,656.03.
""You're still seeing a lack of deep conviction on the part of the bulls,"" said Ronald J. Hill, investment strategist for Brown Brothers Harriman & Co. ""So the market seems to be driven by the news of the day."""
842617105,rate-rise-clouds-recovery,wsj_399051597,2009-06-11,"Rising interest rates threaten to dim prospects for a housing recovery and choke off a refinance wave that was a major plank of the Obama administration's economic-stimulus efforts.
Rising interest rates threaten to dim prospects for a housing recovery and choke off a refinance wave that was a major plank of the Obama administration's economic-stimulus efforts.
On Wednesday, rates on 30-year fixed-rate mortgages climbed to 5.79%, up from 5% two weeks ago, according to HSH Associates. That jump will cut roughly in half the number of borrowers with an incentive to refinance, according to FTN Financial.
On Wednesday, rates on 30-year fixed-rate mortgages climbed to 5.79%, up from 5% two weeks ago, according to HSH Associates. That jump will cut roughly in half the number of borrowers with an incentive to refinance, according to FTN Financial.
Refinance activity at J.P. Morgan Chase & Co. is already ""really down"" since rates began rising, a spokesman says. A rate of 4.75% ""seemed to be the switch"" that turned on refinance activity, he says. Now, rates are a full percentage point higher.
Refinance activity at J.P. Morgan Chase & Co. is already ""really down"" since rates began rising, a spokesman says. A rate of 4.75% ""seemed to be the switch"" that turned on refinance activity, he says. Now, rates are a full percentage point higher.
""Mortgage rates at these levels will hobble the [housing] recovery, and it was just the beginning of the recovery,"" says Kenneth Rosen, chairman of the Fisher Center for Real Estate and Urban Economics at the University of California, Berkeley.
""Mortgage rates at these levels will hobble the [housing] recovery, and it was just the beginning of the recovery,"" says Kenneth Rosen, chairman of the Fisher Center for Real Estate and Urban Economics at the University of California, Berkeley.
Investors have been anxiously watching bond yields climb over the past few weeks, pushing up mortgage rates, which normally track 10-year Treasury notes. The yield on the those briefly hit 4% on Wednesday afternoon for the first time since mid-October before ending the day at 3.937%.
Investors have been anxiously watching bond yields climb over the past few weeks, pushing up mortgage rates, which normally track 10-year Treasury notes. The yield on the those briefly hit 4% on Wednesday afternoon for the first time since mid-October before ending the day at 3.937%."
830985022,rate-cuts-aid-financing-of-public-debt,wapo_140623375,1992-01-05,"In reviewing the U.S. Treasury bond market in 1991, one cannot help but be impressed by the steep decline in interest rates and by the volume of actual financing.
We are all aware of the weakness that permeated the economy and how the Federal Reserve responded to that weakness during the year. Initially, an economic rebound was anticipated, but when one failed to develop, the Fed responded with dramatic cuts in short-term â€œadministeredâ€ù ratesâ€”the discount rate and the federal funds rateâ€”which the Fed directly controls.
As a result of these cuts, two-thirds or more of the decline in the short rates occurred in the second half of the year, with most of that decline occurring in November and December. Consequently, the yield curve, as measured from either short rates or from the two-year note out to the 30-year bond, widened to record levels. For example, the Treasury yield curve (two-year note to the 30-year bond) began the year at a spread of -1-102 basis points and closed at +266 basis points. At midyear, the curve was only +146 and by December had widened to a high of +276 basis points.
However, since the deficit continues to grow, the overall interest cost of the debt continued to rise. To be more correct on this point, if interest rates had not declined so much, and the curve had not taken on such a positive shape, the interest cost for financing the debt would have been probably as much as one-third higher.
Another feature of last yearâ€™s market was its ability to finance such a huge amount of debt at such modest interest rates. True, the anemic economy and the Fed helped a great deal, but when one considers the volume of financing, it is quite incredible."
830985469,fear-of-deflation-is-overrated,wapo_408351939,1997-12-28,"For people who always like to have something to worry about, here's the trendy new worry for 1998. Price deflation. What would happen to businesses, jobs and the stock market if average consumer prices dropped?
The answer: Things could be just fine. Obsessive brooders should exercise their worry beads over something else.
The consumer price index (CPI) falls when enough businesses cut the prices on things they sell, or when prices decline sharply for a couple of major items within the index.
The 12-month inflation rate is running at 1.8 percent. Prices rose modestly for most goods and services, but energy and automobiles showed declines.
This kind of selective price cutting goes on all the time without hurting the economy, says Irwin Kellner, president of Kellner Economic Advisers in Port Washington, N.Y."
842615011,business-and-finance,wsj_398189276,1991-04-25,"EXXON'S plea bargain in the Valdez oil spill was rejected by a federal judge who said the proposed fines were inadequate. The move could unravel attempts to settle litigation stemming from the incident. Separately, Exxon reported a 75% jump in first-quarter earnings.
EXXON'S plea bargain in the Valdez oil spill was rejected by a federal judge who said the proposed fines were inadequate. The move could unravel attempts to settle litigation stemming from the incident. Separately, Exxon reported a 75% jump in first-quarter earnings.
Sales of U.S.-built cars and trucks declined 11.7% in mid-April from already depressed year-earlier levels, indicating that an economic recovery led by consumers may not be near.
Sales of U.S.-built cars and trucks declined 11.7% in mid-April from already depressed year-earlier levels, indicating that an economic recovery led by consumers may not be near.
---
---
Stocks and bonds climbed as weak car sales data raised hopes for a cut in interest rates. The Dow Jones in dustrials rose 19.06 points to 2949.51. Treasury bonds gained 5/8 point.
Stocks and bonds climbed as weak car sales data raised hopes for a cut in interest rates. The Dow Jones in dustrials rose 19.06 points to 2949.51. Treasury bonds gained 5/8 point.
---
---"
842613455,yields-on-cds-fell-in-the-latest-week,wsj_398217788,1991-08-14,"NEW YORK -- Yields on most certificates of deposit offered by major banks dropped more than a tenth of a percentage point in the latest week, reflecting the overall decline in short-term interest rates.
On small-denomination, or ""consumer,"" CDs sold directly by banks, the average yield on six-month deposits fell to 5.49% from 5.62% in the week ended yesterday, according to an 18-bank survey by Banxquote Money Markets, a Wilmington, Del., information service.
On three-month ""consumer"" deposits, the average yield sank to 5.29% from 5.42% the week before, according to Banxquote. Two banks in the Banxquote survey, Citibank in New York and CoreStates in Pennsylvania, are paying less than 5% on threemonth small-denomination CDs.
Declines were somewhat smaller on five-year consumer CDs, which eased to 7.37% from 7.45%, Banxquote said.
Yields on three-month and six-month Treasury bills sold at Monday's auction plummeted more than a fifth of a percentage point from the previous week, to 5.46% and 5.63%, respectively."
842615942,expect-the-world-economy-to-suffer-through-2009,wsj_399126369,2009-01-23,"Some optimistic experts are now saying that though this will be a turbulent year for global markets, the worst of the financial crisis is now behind us. Would it were so. We believe that 2009 will be tougher than many anticipate.
We enter the new year grappling with the most serious global economic and financial crisis since the Great Depression. The U.S. economy is, at best, halfway through a recession that began in December 2007 and will prove the longest and most severe of the postwar period. Credit losses of close to $3 trillion are leaving the U.S. banking and financial system insolvent. And the credit crunch will persist as households, financial firms and corporations with high debt ratios and solvency problems undergo a sharp deleveraging process.
Worse, all of the world's advanced economies are in recession. Many emerging markets, including China, face the threat of a hard landing. Some fear that these conditions will produce a dangerous spike in inflation, but the greater risk is for a kind of global ""stag-deflation"": a toxic combination of economic stagnation, recession and falling prices. We're likely to see vulnerable European markets (Hungary, Romania and Bulgaria), key Latin American markets (Argentina, Venezuela, Ecuador and Mexico), Asian countries (Pakistan, Indonesia and South Korea), and countries like Russia, Ukraine and the Baltic states facing severe financial pressure.
Policy remedies will have limited effect as insolvency problems constrain the effectiveness of monetary stimulus, and the risk of rising interest rates (following the issuance of a wave of public debt) erodes the growth effects of fiscal stimulus packages. Only when insolvent banks are shut down, others are cleaned up, and the debt level of insolvent households is reduced will conditions ease. Between now and then, we can expect further downside risks to equity markets and other risky assets, given the likelihood that markets will continue to be jolted by worse-than-expected financial news.
The U.S. twin fiscal and current-account deficits will rise over the next two years as the country runs trillion dollar-plus fiscal deficits. We're all aware that foreign actors have financed most of this debt over the past several years. During the 1980s, the U.S. also faced the burdens of twin deficits, but relied on financing from key strategic partners like Japan and Germany. This time, the situation is more worrisome because today's financing comes not from U.S. allies, but from strategic rivals like Russia, China and a number of relatively unstable petrostates. This leaves the U.S. perilously dependent on the kindness of strangers."
842613833,"currency-traders-face-bumpy-ride-as-questions-on-rates,-eu-hit-market",wsj_398603302,1997-10-13,"NEW YORK -- Currency traders may be in for a bumpy ride this week as serious questions about interest rates, European Union and global trade bombard the market.
Market participants face a host of U.S. economic indicators that hold clues on the outlook for U.S. interest rates. What's more, Italy's chances of participating in Europe's single currency plan from the start hang in the balance as the country tries to put together a temporary government that can pass its 1998 budget. Meantime, U.S.-Japanese trade tensions have resurfaced in force, beating the dollar back below 120.00 yen.
Late Friday in New York the dollar was quoted at 1.7485 marks, up from 1.7435 marks late Thursday in New York. The U.S. currency also was quoted at 119.85 yen, down from 121.14 yen. Sterling fell to $1.6215 from $1.6244. About noon Monday in Tokyo, the dollar was trading at 120.23 yen and at 1.7508 marks.
""There isn't a [market] trend at this point. It's more just a matter of being reactive,"" said Scott Pardee, a senior adviser at Yamaichi International America in New York.
The renewed expectation of higher rates in the U.S. should lend some support to the dollar, especially if data on prices, sales and production slated for release this week provide Federal Reserve Board Chairman Alan Greenspan with ammunition to follow up on his intimations of higher rates."
842614955,tech-sector-bucks-a-trend;-rate-fears-hit-most-stocks,wsj_398668931,1999-06-24,"While bond investors were turning gloomy, investors in technology stocks perked up.
Worries about Federal Reserve plans for interest rates at next week's meeting depressed Treasury bonds and most stocks in another day of lackluster stock trading. But tech stocks bucked the trend again, amid hopes that earnings gains will offset any rate increase.
The tech-heavy Nasdaq Composite Index rose 17.86 points, or 0.69%, to 2598.12, on a day when the Dow Jones Industrial Average was falling 54.77, or 0.51%, to 10666.86. The benchmark 30-year Treasury bond fell 1 2/32, or $10.625 per $1,000 bond, pushing the yield up to 6.140%. The dollar was mixed.
The bond ""is weighing heavily on stocks,"" said Bill Schneider, head of block trading at Warburg Dillon Read. ""You've had a couple of good earnings reports, notably from Lehman Brothers and Goldman Sachs Group, and it seems that the sell tickets are stamped and ready to be entered in anticipation.""
Both stocks fell despite beating earnings estimates."
842614081,ahead-of-the-tape,wsj_885268321,2011-08-26,"More Liquidity Only Douses Growth Sparks
Today's ultralow interest rates have helped boost profits, but not economic growth.
This is plainly evident in recent figures. Since the recession ended in mid-2009, U.S. corporate profits have jumped by about 43% to a record $1.45 trillion as of the first quarter, after taxes, inventory and accounting adjustments, according to the Commerce Department.
What hasn't recovered, however, is economic growth. Indeed, in real terms, gross domestic product hasn't even returned to its prerecession peak.
On Friday, Commerce data is likely to show GDP losing further ground. Second-quarter growth, originally reported at a measly 1.3%, is expected to be revised down to 1% in part because exports proved weaker than first thought. That follows GDP growth of just 0.4% in the first quarter, on a seasonally adjusted annualized basis."
830983413,stock-prices-decline-again:-profit-taking-sends-market-down-again,wapo_146544151,1976-03-31,"NEW YORK, March 30 (AP)â€”The stock market posted its second decline in a row today in another session given over to profit taking.
Big Board volume remained sluggish at 17.93 million shares, up just a bit from Mondayâ€™s 12-week low of 16.10 million.
Nationwide volume in NYSE-listed issues, including trades in those stocks on regional exchanges and in the over-the-counter market, came to 20.91 million shares.
The Dow was down nearly 10 points early in the afternoon, and then made a brief recovery to stand at minus 3 before slipping back again in the last half hour. ...
There was little agreement among brokers over any specific reasons in the economic news for the marketâ€™s twists and turns."
830982003,"restrict-money-growth,-realty-committe-asks",wapo_146163014,1974-06-29,"â€¢The nations third largest industry, real estate, faces a severe crisis unless the government restricts the growth of the countryâ€™s money supply to curb inflation, the National Realty Committee, a non-profit organization of owners, developers and operators of real estate thoroughout the country, has charged.
In a policy statement issued by the NRCâ€™s directors. Ihe ""expansionary monetary policyâ€ù of the Federal Reserve Board was described as a direct cause of ""disastrously high interest rates reducing mortgage credit on which the entire leal estate industry depends.â€ù
The committee urged the Federal Reserve Board to signify clearly that it will reduce the rate of monetary expansion. It also recommended two other courses of Congressional action: â€¢	A deduction to each taxpayer or tax-paying household of S2.000 to $3,000 of funds each year in savings accounts life insurance policies and annuities, or government bonds. This would encourage the flow of funds into the savings pool essential to real estate investment.
â€¢	Enactment of the mortgage investment tax credit now before Congress to stimulate real estate invert-ment by allowin'' tax credits to mortgage lenders.
â€¢	The VRC daid. â€œThese legislative actions are imperative and demand immediate attention if a ends of catastrophic proportions is lo be averted in the real es-late industry.â€ù"
842615115,"broad-band:-nasdaq-stocks'-swings-are-unprecedented----but-taken-in-stride-----instant-news,-online-trades,-momentum-investing-all-increase-the-volatility-----consumers-are-not-spooked",wsj_398810644,2000-04-14,"John Schott loaded up on biotechnology stocks last year, then watched them soar fourfold. He sold a few but held on to most -- only to see the prices cut in half in a matter of days.
His reaction: Easy come, easy go. ""All through the '90s we've tended to have these rolling crashes,"" says the 62-year-old suburban-Philadelphia investor. ""That tends to inure you to the whole thing.""
Without question, the volatility in stock prices is unprecedented. Last year, the Nasdaq Composite Index moved 2% or more on a quarter of the trading days. That was the most in the Nasdaq Stock Market's 29-year history. But this year is more volatile still: More than half of the trading days have seen the index close up or down by at least 2%. Yesterday, it swung all the way from being up 3.8% to being down 2.5% at its close of 3676.78. Even the Dow Jones Industrial Average, representing established, blue-chip stocks, is fluctuating the most it has in a decade.
Investors had better get used to it. The broad embrace of ""momentum"" investing by big and small investors alike, the growth of technology stocks that are intrinsically volatile, and the Internet's instant news and inexpensive trading all suggest that the market is becoming more susceptible to sudden surges and swoons.
How much does this volatility really matter? Clearly, that depends partly on where stocks go from here. With its 27.2% sell-off since its March 10 high, the Nasdaq Composite is in what Wall Street customarily calls a bear market, but it is still up 45.8% from 12 months ago."
830982248,study-warns-of-economic-collapse;-trade-imbalances-seen-as-big-danger,wapo_306972992,1987-12-17,"The global economy faces a collapse not equaled since the Great Depression of the 1930s if the major nations fail to take quick and drastic steps to cut the U.S. trade deficit and equivalent surpluses in Europe and Asia, 33 leading economic experts warned yesterday.
That danger, they said, was signaled by the stock market collapse around the world in October and by an earlier plunge of the U.S. bond market.
The economists' conclusions were contained in a report issued here by the Institute for International Economics and simultaneously published by eight other international research centers.
The economists said Americans would have to accept a sharp cutback in personal consumption in the years ahead so that more U.S.-made goods could be shipped abroad to reduce the trade deficit.
As this somber forecast was issued, the Reagan administration was nearing completion of its official estimates for economic growth next year, lowering its prediction by about 1 percentage point to reflect the impact of the October stock market collapse."
842617094,business-and-finance,wsj_398486105,1995-11-06,"CORPORATE EARNINGS rose 5% in the third quarter, but the pace of growth was the slowest in more than two years. The improvement surprised some analysts and came despite weaker sales gains and intense global competition. The trend toward slowed growth has ramifications for stock markets, which have derived considerable strength in recent periods from earnings momentum.
---
Lockheed Martin plans to develop an advanced Atlas rocket to launch large commercial satellites. Separately, senior U.S. officials tentatively have approved the use of as many as 22 Ukrainian-made Zenit rockets for U.S.-built commercial satellites, supporting a venture led by Boeing.
---
Unemployment fell to a remarkably low 5.5% in October, but other data in the report were more pessimistic. The figures are the latest sign that the economy is growing sluggishly with little inflation threat, analysts said."
