_unit_id,headline,articleid,date,text
830983826,unemployment-rate-edged-up-in-nov.,wapo_409050446,2000-12-09,"With U.S. economic growth slowing, the nation's unemployment rate ticked up to 4 percent last month while employers' payrolls grew only modestly, the Labor Department reported yesterday.
Analysts said the report provided further confirmation that growth has slowed recently from the very rapid pace of the first half of this year, which many economists and policymakers regarded as unsustainable. However, the details showed little sign of excessive weakness that would point to a serious slump.
While employers added 94,000 workers to their payrolls, the total number of hours worked last month fell 0.2 percent as firms cut back slightly on the length of the average workweek. The reduction was sharpest in the manufacturing sector, where payrolls were virtually unchanged but hours worked dropped by 0.7 percent.
""It looks pretty favorable to me,"" said economist James Glassman of Chase Securities in New York. ""You have more confirmation of the slowing in growth, but not so much that unemployment is rising sharply. If you could freeze everything where it is now, it would be just about perfect.
""Growth has slowed to a sustainable rate, workers' pay is going up and inflation fears are waning,"" Glassman said. ""Everybody has gotten gloomy about the outlook because of companies warning about profits and the stock market is down. In financial markets, there is stress and worry about credit problems. But to me this is all part of the process of cooling off from a superheated growth rate."""
842616393,clothing-retailers-report-stronger-earnings,wsj_237995153,2010-05-20,"Several clothing retailers posted stronger first quarter earnings Thursday as sales and margins improved.
Children's Place Retail Stores Inc.'s fiscal first-quarter earnings rose 19%, handily beating its own forecasts. Its full-year earnings guidance was raised to $3.05 to $3.15 a share from $2.90 to $3.10 as it forecasts a second-quarter loss of 33 cents to 38 cents on a low-single-digit increase in same-store sales. Analysts surveyed by Thomson Reuters expected a 35-cent loss.
""We will continue to keep a tight rein on expenses as consumer spending remains constrained by lingering weakness in the economic environment,"" said Chairman and Chief Executive Jane Elfers, who took the helm in January.
Children's Place has reported better results recently, excluding one-time items. Like many retailers, it had been hurt by the consumer-spending downturn during the recession, though items like children's clothing weren't hit as hard as others. The company has developed a five-pronged plan for growth that includes accelerating store growth and sharpening marketing to push online sales.
For the quarter ended May 1, Children's Place reported a profit of $27.9 million, or $1 a share, up from $23.5 million, or 79 cents a share, a year earlier. The company in March forecast 85 cents to 90 cents."
842615152,indexes-hit-15-month-high-as-nordson-ends-up,wsj_398855596,2003-09-03,"Dow Jones Newswires
NEW YORK -- Small-capitalization stock indexes pushed to 15-month highs after a sign of strength in the manufacturing sector of the economy. Factory-equipment makers saw their shares climb after the Institute for Supply Management said its manufacturing index rose to 54.7 in August, up from 51.8 in July, and better than analysts' expectation of 53.5.
Small-cap Milacron led the group higher with its advance of 18 cents, or 8%, to $2.42, on the New York Stock Exchange, followed by Nordson's gain of 1.37, or 5.5%, to 26.24, and Regal-Beloit's (Amex) rise of 98 cents, or 4.3%, to 23.60.
Computer issues also showed strength after Goldman Sachs raised its investment opinion of the enterprise-hardware sector to neutral from cautious, saying many technology companies are poised to meet or exceed fourth-quarter estimates.
Among small stocks, Computer Network Technology gained 70 cents, or 8.9%, to 8.60, Concurrent Computer advanced 24 cents, or 6.8%, to 3.75, and Advanced Digital Information climbed 68 cents, or 5%, to 14.18."
842614602,"fed-panel-voted-for-delayed-tightening-of-credit,-report-on-may-meeting-says",wsj_398061721,1988-07-05,"WASHINGTON -- In an unusual move, the Federal Reserve's policy-setting committee voted 9-2 at its May 17 meeting to leave credit conditions unchanged initially but to tighten after a short interval.
The slight firming, which occurred before the end of the month, was to take place unless economic and financial-market conditions ""were to differ markedly"" from expectations, according to minutes of the meeting of the Federal Open Market Committee. The move was the third tightening by the central bank this year.
Moreover, the committee members leaned toward a further firming. The panel decided that before its next meeting, ""some added reserve restraint would be acceptable, or some slight lessening of reserve pressure might be acceptable, depending on ongoing economic and financial developments."" Since the meeting, the Fed has indicated it has made no significant changes in policy, but it has appeared to be willing to err slightly on the side of a tighter policy.
The minutes were released after the customary delay of six to eight weeks. The committee held another meeting last week. Minutes of that meeting won't be released until next month.
The panel's May move toward tighter credit reflected a perceived need ""to counter the risks of rising inflationary pressures in the economy,"" the minutes said, and a view that a failure to act would mean more stringent steps would be needed later. The members said the economy remained strong, with unemployment relatively low and factories using a rising percentage of available capacity."
842614830,prized-parts-of-tax-plan-may-get-ax-----`everything's-on-the-table'-as-republicans-seek-room-for-bush-dividend-measure,wsj_398831897,2003-04-30,"WASHINGTON -- Some of the most popular provisions in President Bush's tax-cut package could get whittled down as Senate Republicans try to make room for the White House's top priority: repealing the tax that individuals pay on corporate dividends.
One benefit in Mr. Bush's proposal would boost the child tax credit to $1,000 from the current $600. The jump is expensive -- nearly $90 billion through 2013, official estimates show. By limiting the increase to one year, as some Senate tax writers are now considering, the price tag would shrivel to about $15 billion.
Another provision Republicans may target would triple the expensing limit for small businesses. The annual cap today is $25,000; under Mr. Bush's proposal, it would immediately rise to $75,000, carrying an estimated cost of about $29 billion over the next 10 years. Republicans are eyeing cheaper options, such as only doubling the cap and letting it to expire after a few years.
The changes are necessary if the Senate is to stay within its budget limit of a $350 billion, 10-year tax-cut package. If tax writers can find ways to offset extra costs, the final figure could grow to $400 billion.
Despite the $350 billion lid -- set by Republican moderates who worry about the ballooning federal deficit -- Mr. Bush wants Congress to approve the dividend-tax repeal that is the centerpiece of his economic-growth plan. That package, unveiled in January, has a 10-year price tag of $725 billion, more than half for dividend-tax relief."
842616202,dollar-expected-to-remain-firm-in-coming-week,wsj_397886213,1984-11-26,"The U.S. dollar should remain strong this week, barring a major intervention by the West German central bank, analysts said.
Despite declining interest rates, which normally make the dollar less attractive, and indicators that point to a weakening U.S. economy, the dollar rose last week against major foreign currencies. Traders ignored the Federal Reserve Board's 0.5 percentage point cut, to 8.5%, Wednesday in its discount rate, the widely watched charge for loans to financial institutions. ""The divergence between the foreign-exchange and credit markets continues,"" said Leslie Puth, assistant secretary at Irving Trust Co.
""The credit markets have been trading on immediate news, while currency markets are focusing on the federal budget deficit and its future implications,"" Ms. Puth said. She added that, though the economy in the current quarter looks weak, most currency traders expect economic growth to rebound during the first quarter of next year.
Although trading was curtailed by holidays last week, traders said there was persistent demand for dollars. ""Major corporate customers in both the U.S. and Europe, who had sold dollars earlier in the week, were buying them back up,"" said Ronald H. Holzer, assistant vice president and chief dealer for Harris Trust & Savings Bank in Chicago. ""In the face of a weakening economy, many had sold anticipating the dollar to fall.""
But the dollar continued to firm last week, withstanding even repeated interventions by the West German central bank on behalf of the mark. On Friday, the dollar stood at 3.0363 marks, up from 2.9710 marks a week earlier."
842616087,"do-money-market-funds-still-make-sense?;-for-short-term-needs,-yes;-but-better-yields-are-available-elsewhere",wsj_1474105689,2014-01-05,"For the past few years, investors could probably have made more money by picking up loose change from the sidewalk than by investing in a money-market mutual fund.
Money funds are likely to regain appeal once interest rates rise again. Historically, when rates start moving upward, money-fund yields quickly follow, unlike those of bank savings accounts, which can lag.
But for now, persistently low rates--coupled with uncertainty about a possible regulatory overhaul for money funds--are reasons to avoid using the funds for all but very-short-term parking of cash, financial advisers say.
Money funds are mutual funds that invest in very-short-term debt issued by governments and large corporations, and that strive to maintain a set $1 share price. The average yield on taxable money funds for individual investors is just 0.01% a year, according to Crane Data LLC of Westborough, Mass. On an investment of $10,000, that is $1 a year.
Such low yields are unlikely to climb soon, as many market professionals think there is still too much economic uncertainty for the Federal Reserve to start raising short-term rates. Moreover, the reason money funds have been able to offer any yield at all in recent years is that management companies have been waiving billions of dollars in fees."
830985122,>itomy-?eter-milius--,wapo_148448523,1973-05-31,"There has already heeti one hig tax increase this year, in Social Security taxes, which was effective Jan. 1.
\ The President met yesterday aiternoon tor an hour with Shultz, Stein, Cost oj Living, Council director John T. Dun-\ lop, Connally, Federal Reserve^ Board chairman Arthur F.
?ut expanded all economists unsustainable S.O pet cent in1 quarter oi last iirst quarter oi iirst quarter oi ^e boom was ac y a O.e per cent ion.
nomists think that s out oi hand, and towed hy a new re-Che White House present policies can economy off, stopping its growth
Yesterdayâ€™s â€œpreliminaryâ€™ report irom the Commerce! Department included, as is! customary, only eight oi the' 12 leading indicators. Six of' the eight receded, including! contracts and orders for plant! and equipment, building permits, new orders for durable' goods and stock prices. Only! twoâ€”the average workweek! and industrial materials prices!"
842613772,business-and-finance,wsj_398568693,1995-03-24,"THE DOLLAR CONTINUED to fall against the yen, touching another record low despite intervention by the Bank of Japan during Asian trading. Traders and analysts are betting the drop is far from over. Meanwhile, economists said that the lower dollar won't quickly narrow the U.S. trade gap, but ultimately the deficit will shrink if the currency remains weak.
---
Mexico may be forced to raise interest rates well beyond their current levels of nearly 100% to stabilize the country's weakened currency, a central-bank official said. He said the stance is necessary to prove Mexico's commitment to stabilizing the peso.
Citicorp has suspended plans to expand its retail banking business in Mexico, citing the economic turmoil there following the peso's decline.
---"
842617166,stocks-finish-mostly-lower-for-second-straight-session,wsj_398816062,2001-10-19,"Most stocks fell for a second straight day, in what some investors called an overdue pullback.
Although the current stock weakness has been sparked by the report of more anthrax exposure, in New York and on Capitol Hill, a more fundamental reason is that stocks have come back sharply since hitting bottom on Sept. 21 and now are consolidating, these investors believe.
""We think we are in a two-step-forward, one-step-back mode,"" said John Meara, president of St. Louis money-management firm Argent Capital Management. With the Dow Jones Industrial Average still up 11% since bottoming out on Sept. 21, and with the immediate prospects for the economy and the antiterrorism campaign still uncertain, some investors are taking profits on their recent gains.
Although the Nasdaq Composite Index rebounded 0.39%, or 6.38 points, to 1652.72 following Wednesday's 4.4% slide, most stocks fell on both the New York Stock Exchange and the Nasdaq Stock Market. The industrials were down 0.76%, or 69.75 points, at 9163.22, while the broad Standard & Poor's 500-stock index declined 0.79%, or 8.48 points, to 1068.61.
Bonds were little changed and the dollar fell."
842614158,low-inflation-tests-world's-central-banks-----subdued-prices-persist-despite-years-of-easy-money;-deflation-still-a-threat,wsj_1468847047,2013-12-18,"Inflation is slowing across the developed world despite ultralow interest rates and unprecedented money-printing campaigns, posing a dilemma for the Federal Reserve and other major central banks as they plot their next policy moves.
U.S. consumer prices rose just 1.2% in November from a year earlier, according to Labor Department data released Tuesday. The subdued price data came as the Fed opened a two-day policy meeting at which the fate of its $85 billion-a-month bond-buying program -- an effort to hold down long-term interest rates and drive up the value of homes, stocks and other assets -- is a central focus.
Meanwhile, annual inflation in the euro zone was 0.9% in November, the European Union's statistics office said Tuesday. And central banks in Sweden and Hungary cut interest rates, the latest efforts elsewhere in Europe to boost struggling economies as inflation remains low.
The downward pressure on prices presents a conundrum for policy makers across advanced economies: Should they respond with even easier monetary policy or dismiss it as a temporary development?
Central bankers worry about inflation falling too low because it raises the risk of deflation, or generally falling prices, a phenomenon that is difficult to combat through monetary policy. Some economists believe weak or falling prices can lead consumers to delay major purchases, exacerbating an economic slowdown. Even without deflation, very low inflation can be a sign of weak demand that weighs on wages, corporate profits and growth."
842617303,durable-goods-orders-plunged-6.2%-in-march-----third-drop-in-a-row-signals-recession-is-not-over-in-manufacturing-sector,wsj_398284733,1991-04-24,"WASHINGTON -- A dive in orders for big-ticket factory goods in March erased hopes that the recession will end for manufacturing in the next month or two.
Orders to manufacturers for durable goods -- items intended to last more than three years, such as cars, appliances or heavy machinery -- sank 6.2% in March to the lowest level since August 1987, the Commerce Department reported. The drop, the third in a row, followed declines of 0.2% in February and 2.0% in January, and left orders 15.4% below a year earlier.
""Today's orders are tomorrow's production,"" said Stuart Hoffman, economist with PNC Financial Corp., a Pittsburgh bank holding company. ""So I think this signals that production and jobs {in manufacturing} will be down in the second quarter.""
The majority of economists believe the economy will turn around and grow slightly in the second period, according to the Blue Chip Economic Indicators, a survey of business economists and consulting groups. And some sectors of the economy, such as housing, have shown signs of bottoming out. But the durable-goods report was strong evidence for those who believe that the recovery may be a few months further down the road and that growth won't restart until the third quarter.
""This puts to rest the notion that with the end of the war came the end of the recession,"" said Nancy Sidhu, an economist with Security Pacific National Bank. Ms. Sidhu pointed in particular to a 10.3% slide in orders for nondefense capital goods, closely watched as a barometer of the industrial sector's investment and production plans."
842616567,renewed-rate-concerns-damp-early-rally-as-industrials-gain-2.73,wsj_398183316,1991-04-24,"NEW YORK -- Continued interest rate concerns weighed on the stock market again, damping an early attempt to rally.
Stock prices started higher from the opening after a report that factory orders for durable goods fell more than expected in March. The weak economic report raised hopes again that the Federal Reserve would be encouraged to spur the economy by cutting rates soon.
But the market's advance quickly evaporated after Fed Chairman Alan Greenspan told the Senate Banking Committee that inflation is more worrisome now than it was in 1986. Mr. Greenspan was explaining why the discount rate is higher now than it was in 1986 when the economic environment was stronger than it is now.
The central banker's comments killed hopes for a rate cut and sent stock prices tumbling. Share prices drifted with narrow losses for the remainder of the day before climbing back near the close.
The Dow Jones Industrial Average ended with a 2.73-point gain at 2930.45. Standard & Poor's 500-Stock Index added 0.81 to 381.76, the New York Stock Exchange Composite Index rose 0.29 to 208.68, and the Dow Jones Equity Market Index added 0.65 to 356.42."
842614543,ahead-of-the-tape,wsj_399071945,2006-06-19,"[Today's Market Forecast]
Line in the Sand
Financial officers have little to fear but the Fed itself.
Investors around the world spent the past few weeks fretting about whether the Federal Reserve will try to nip rising inflation in the bud by raising interest rates in late June. With an increase in the federal-funds rate next week to 5.25% now looking like a certainty, the focus in the days ahead shifts to whether the Fed will signal yet another increase in its benchmark interest rate in August.
A slew of economist reports out over the weekend say it is a distinct possibility that the federal-funds rate later this summer will hit 5.5%, the line in the sand for many chief financial officers."
830982588,"after-the-dow's-big-dive,-a-day-of-grace-in-new-york;-erratic-market-throws-a-scare,-then-closes-down-3.36",wapo_307770405,1994-11-24,"At the Tucker Anthony brokerage in the World Financial Center, traders this morning eyed their multicolored computer screens and rolled their tongues around their mouths, waiting to see if the sickening stock drop that began late Tuesday would continue.
Within minutes of the opening bell at the New York Stock Exchange, their screens showed the Dow Jones industrial average down nearly 40 points. Joe Prinzivalli at the government bond desk jumped in his chair. ""This thing is going bananas,"" he said.
But half an hour earlier, the firm's leading analysts, in a conference call with Tucker Anthony brokers whose theme was echoed in pre-trading strategy sessions all over New York this morning, had predicted only a mild drop. They forecast traders would try to keep the financial world in good enough humor to digest Thursday's turkey dinners.
In the end, at least for today, it turned out they were right. By the close of business, the Dow had dropped a mere 3.36 points, to 3674.63. But it was still a day with intense interest: The New York Stock Exchange saw its heaviest trading since March, 430 million shares, the fifth heaviest day in its history.
""This market is in no hurry, but it is not done going down,"" said Tucker Anthony technical analyst Justin Manis, speaking to the telephone conference from his home in New Jersey."
830983178,stock-gains-ascribed-to-many-factors,wapo_152407219,2051-07-13,"j NEW YORK. July 12 W>.â€” I Widely diversified demand for I individual issues put buying pep j into the stock market today and j sent prices higher.
Leadership of the rise was not concentrated in any major di-, vision but came rather from buoyant stocks responding to , specialized demand. The market had been zig-zagging for five days until it advanced today for the second straight session.
Foremost, the market hardly hobbled after Korean armistice ! talks were halted when armed j Communists refused United Na- â€¢ tions journalists the right to go to the site of the conference between U. N. representatives and the Reds.
That indicated to traders that selling because of nervousness over Korean developments probably had spent itself. They also noted the refusal of the list to j decline and stay down after its initial bounce back from the yearâ€™s low a couple of weeks ago.
At the same time economic and business news had been on the bullish side. Steel production established the triple record of new production highs in June, in the second quarter, and in the first six months of this year. And industrial production in June held at the best level since 1945."
830983104,welfare-cases-increase-in-pr.-george's;-county-is-only-jurisdiction-in-md.-to-show-rise-in-1997,wapo_408343071,1997-06-14,"While welfare cases in Maryland continue to decline dramatically, the caseload in Prince George's County increased by more than 800 people during the first four months of this year, according to state figures.
Prince George's, which has the second-largest caseload in Maryland, has lagged far behind the state in reducing its rolls and was Maryland's only jurisdiction to show an increase so far this year. Since January 1995, Maryland has cut its statewide caseload by 30 percent, while Prince George's has shown a 16 percent reduction, to 27,300 welfare recipients. Baltimore has reduced its caseload by 25,000 people, or 24 percent, despite a higher unemployment rate.
Kim Rhim, a consultant hired by Prince George's to review the training of caseworkers and managers, said many workers do not understand the new welfare policies, communicate seldom with managers and have not been trained to perform their new duty of helping people find jobs.
""Employees said that things are changing so quickly that they sometimes get information from the clients,"" said Rhim, executive director of Training Source Inc., which also does training and job placement. ""The average employee is frustrated, overworked and overwhelmed. A lot of {caseworkers} are processing people as though welfare will be around forever.""
Rhim said management must make more of an effort to talk directly to employees about changes, instead of passing along written information -- without explanation -- about new policies. And Rhim said employees need immediate training on how to steer potential welfare recipients into jobs. ""The newest part of their job is to talk about jobs, and they don't know how to do it,"" she said. ""As a result, some employees are doing business as usual."""
842614064,dollar-finishes-even-on-its-rivals-after-weak-consumer-view-data,wsj_398976806,2006-08-19,"The dollar was little changed late in New York Friday after a day of choppy trading triggered by a weaker-than-expected consumer sentiment survey early in the session.
The University of Michigan's mid-August report, which showed a steep drop in its consumer-expectations index together with a sharp rise in inflationary expectations, sent the dollar tumbling.
Yet the dollar managed to recoup much of its losses against major currencies as traders used the report as an excuse to trade through an otherwise data-light August Friday.
Choppy movements with little lasting effect may be par for the dollar's course next week, analysts said, with no U.S. data scheduled for release until Wednesday and the August vacation season in full swing.
Late in New York, the euro was at $1.2830, little changed from $1.2829 late Thursday. The dollar was at 115.78 yen, down from 115.94 yen, while the euro was at 148.57 yen, off from 148.75 yen. The dollar was trading at 1.2327 Swiss francs, compared with 1.2326 francs, while sterling was fetching $1.8817, down from $1.8847."
842617079,"economy-points-down,-takes-market-with-it",wsj_870309219,2011-06-05,"With summer around the bend, investors are fretting about the return of something much more unpleasant: the bear market.
Suddenly, there are reasons for worry that stocks could be entering a difficulty period, including suddenly poor economic data, troubling signs from housing and a rush of companies selling shares.
The Dow Jones Industrial Average fell 2.3% last week, its fifth down week in a row. The Dow is now down 5.2% from its post-crash high, set in May. Other stock indexes also are suffering. The Nasdaq Composite fell 2.3% and is now down 46% from its high. The Standard & Poor's 500-stock index was also off 2.3% for the week.
Highlighting the ugly week: The Dow tumbled nearly 280 points on Wednesday, its worst single day since August 2010, on fears that the U.S. economy is in the midst of a new slide -- one that may be hard to halt because the government and Federal Reserve already have done so much to try to juice the economy.
Despite the gloom and doom, it's important to remember the market is still sitting on respectable gains in 2011. So far this year, the Dow is up 5%, the Nasdaq has gained 3%, while the S&P 500 is up 3.4%."
